	F6_M_PWK	F6_F_PWK	F7_M_PWK	F10_F_PWK	F6_F_C57	F9_F_C57	F9_M_C57	F10_M_C57	F6_F_AJ	F7_M_AJ	F9_F_AJ	F9_M_AJ	F6_M_129	F7_M_129	F7_F_129	F10_F_129	F6_F_WSB	F9_M_WSB	F10_F_WSB	F10_M_WSB	F6_F_CAS	F7_M_CAS	F10_F_CAS	F10_M_CAS	F6_M_NZO	F7_F_NZO	F9_M_NZO	F10_F_NZO	F7_M_NOD	F7_F_NOD	F9_M_NOD	F9_F_NOD
Tmod4	0.595841173	0.562021151	0.479714215	0.420122493	1.070349682	0.965633686	1.341121181	1.408117853	0.883070279	1.019195764	1.034197811	1.132528782	1.326069241	1.254528549	1.139958095	1.076127269	0.654591557	0.677803665	0.738063951	0.754277918	0.737161776	0.653973179	0.554602785	0.556672628	1.353428823	1.305051106	1.285036847	1.512749523	1.546704885	1.313010444	1.348492202	1.418069055
Hk1	1.033683688	1.256972214	1.011583482	1.266345455	0.76662703	0.881841527	0.640743851	0.580405597	1.048917548	1.265449005	1.423140031	1.126787091	0.914123635	0.994818453	0.951908762	0.867205513	1.29131861	1.237811926	1.237173142	1.184548212	0.970616673	0.658902771	0.879100274	0.823856232	0.803227866	0.806019028	0.758419851	0.897987668	0.800494594	1.232000466	1.353152899	1.2037773
Igkc	0.47569299	0.539876476	0.848123529	0.302320602	1.316974881	1.532003238	3.258284673	0.566487228	0.663557957	1.134775834	1.028212944	0.725934195	0.858894018	0.761132268	0.532728526	0.460050142	0.327334213	0.436815306	0.210817849	0.290435852	0.533898602	0.757282866	0.380795472	0.453821955	1.846567388	1.259179588	2.19477202	0.958738081	2.022802115	2.619673607	1.25541104	1.198823757
Myl1	0.654131105	0.531835701	0.576436807	0.539521526	0.656624506	1.698578324	0.869163899	0.886682898	2.212172776	1.185296896	1.450040741	1.609965897	0.942603653	0.862131743	0.846540453	0.752750431	0.997453318	1.12302227	1.122683591	0.851566266	0.523303027	0.556383116	0.460995322	0.346923133	0.621530259	0.773923486	0.684775901	0.852422933	1.497842251	1.29764373	1.33282864	1.309756557
Ldb3	1.259315628	1.132559268	1.072254413	0.9876092	0.77278815	0.804770883	1.095428977	1.01946937	1.059890882	1.231630959	1.109674202	1.365679236	0.629510977	0.482506844	0.505911862	0.562201553	1.462010154	1.738185963	1.676883494	2.273717506	0.938683945	1.171677825	0.873633008	1.00999199	0.784081513	0.818725595	0.756268869	0.79775748	0.621431419	0.568235359	0.710567824	0.645734524
Zbed5	0.918025066	0.986783071	1.045936009	1.163690476	1.076860461	1.076618543	1.084492089	1.798646295	0.973897746	1.131226882	1.047495308	1.035891214	1.165678169	1.294696968	1.024025238	1.310147449	1.092975917	1.194327641	2.723455598	1.628037456	0.945826514	1.279680954	1.449158513	1.31537991	1.398073096	1.340874556	1.023844336	1.05717607	1.328334366	1.131827113	1.243672156	1.245851562
Pzp	0.672538263	0.696740621	0.988600044	0.763130602	0.887452563	0.940415041	1.750200669	0.692037005	0.544594441	1.202126833	0.817765891	0.990500773	1.383658839	1.50163163	0.596858488	0.74561237	1.497693233	0.852609514	0.575786915	0.540007501	1.110677171	0.752907896	0.675879874	0.703825	0.739678237	0.856864005	1.990368397	0.681438673	1.482726473	1.157786844	1.080539031	1.035223404
Mpc1	0.788093595	0.819569607	0.847409916	0.844270406	0.935071484	1.253562926	0.900008483	0.73815063	1.118253127	1.274317615	1.284606381	1.32141256	1.023832241	1.007938515	0.875710982	0.833428883	0.943427454	0.880668208	0.920887096	0.991473687	0.825705342	0.730867666	0.764791699	0.734238925	1.159629342	1.253401449	1.115269819	0.97862901	1.085649588	1.075538388	1.101541971	1.070123357
Hdac6	0.630538269	0.721981192	0.788195836	0.989600694	0.869753745	1.036828309	1.351885786	1.194933997	0.894142802	1.063676528	1.275519693	0.961473275	0.857409278	1.073873829	1.073015605	1.162113632	0.917689364	1.475701484	1.165730574	1.119492822	0.670945683	0.948666318	1.064683219	1.197996551	1.138997179	1.152293576	1.712269954	1.404201203	1.175547755	1.173335202	1.336829306	1.079168317
Rdh14	1.278005768	1.511508727	1.006166299	1.018521576	1.314725993	1.265186544	0.955313588	0.986839843	1.48634063	1.266184132	1.240658746	2.12709618	1.938174017	1.002777427	1.050759025	1.020508045	1.282010126	1.167984186	1.01828988	0.955178393	1.427922553	0.929405096	0.929501095	0.986183631	1.641486983	1.200314591	1.196112544	0.997349847	1.081736437	1.030256397	1.365921663	1.158075248
Tubb4b	0.878734072	0.815861055	1.039414912	0.850558563	0.978745718	1.270112158	0.792630929	0.901128415	0.948156709	1.171719686	1.001736299	0.918363399	0.879612189	1.114522277	0.965897656	1.078754478	1.284864835	1.15330174	1.244007916	0.872202696	1.02606395	0.976115767	0.966674207	0.906614225	0.968427784	0.997842635	1.060803063	1.173777923	1.188386441	0.853024895	1.255639522	1.351634754
Acad8	1.545710731	1.283305576	1.352674379	1.347158593	0.921783559	0.631135027	1.187743074	0.875525242	0.692366469	0.719051365	0.615882445	0.711060322	1.059631169	1.102914562	0.879766821	0.787883439	0.823391049	0.886252177	0.821959608	0.916018343	0.745330708	1.296072016	0.804465811	0.972810748	1.120720273	1.362559701	1.099265737	1.333017963	1.192226707	0.9269188	1.002378342	0.931578238
Vim	0.770329028	0.707081986	0.843571622	0.676185699	1.564796427	1.3752577	1.293501077	0.92340471	1.110530271	0.917309056	0.919393101	0.901898604	0.833405484	0.861668084	0.910118411	0.978229493	1.01940185	0.99453964	1.12197476	0.867719022	0.923553017	1.047205437	1.085346022	1.07174561	1.117631086	1.02284777	1.147209481	1.091456612	1.079497308	0.952435129	0.830677441	0.896757299
Ivd	0.764169035	0.705040231	0.999381316	0.772650282	0.947385663	0.912188611	0.794528738	1.669196506	0.824994592	1.063063705	0.933679808	0.676228097	0.491010728	0.658736663	0.495068293	0.498801522	1.210056325	1.212887083	1.016652342	0.755400728	1.108578044	0.795188614	0.915453747	0.788114908	1.036403277	1.193011843	1.203316888	1.279037881	1.409012941	1.059201277	1.508284576	1.230069792
Cyb5a	1.000730833	1.070898253	1.428376949	1.105464481	0.660157212	0.994099682	1.266576986	0.912514255	0.479352763	0.899228127	1.00811204	1.080070441	1.559795135	1.202946604	1.091032064	0.860176999	0.919970731	1.220229787	1.097886983	1.06603724	0.810666737	0.80685257	0.866096422	1.028085582	1.352760723	0.59889003	1.344603858	0.685324953	0.726055849	1.137295148	1.225018769	1.286656749
Acadvl	0.639675041	0.616049039	0.699617188	0.580479959	0.956452597	1.87657068	1.065372683	1.090219598	1.104610405	1.078587691	1.213270054	1.002662149	1.100541908	0.870682291	1.341390824	1.265888891	1.318662606	1.049165796	1.27910286	1.465616145	1.092358834	1.026055107	0.928433303	0.763297243	0.69361515	1.113810342	0.803595726	0.885400417	0.748222808	0.684867212	0.748446096	0.733538955
Ngp	0.710688995	0.867025674	0.7113676	0.634971735	0.86577995	0.856099565	1.054004582	1.206664306	0.909988164	0.774019971	0.879668754	0.729728454	1.051700748	1.608925526	0.586088013	1.129158133	0.930333549	0.62519009	0.660443659	0.641085257	0.854600963	1.954730277	0.746609812	1.445651389	1.590003424	0.851070982	2.009496927	0.873346763	1.591583303	1.576189356	1.089696317	0.922791136
Canx	0.854202823	0.844012428	1.36471333	0.812980095	0.99430986	1.334002947	1.431193829	1.624313251	0.781963715	1.526633117	0.937024196	1.056289798	1.012369565	1.069491712	1.120838945	0.947055839	0.794970005	0.887811193	0.883385985	0.760614767	0.759041753	0.594581053	0.785347998	0.740977068	1.345195237	0.814366832	1.693411752	0.72232821	0.896268707	0.949747788	0.937566091	1.04402269
Plekha5	1.008780528	1.022936635	0.828949301	1.519196381	1.024753651	0.73394089	0.961604795	1.342354098	1.044412495	0.45834423	0.755436623	0.788587892	0.896324802	0.965671367	1.123045315	1.414239322	1.094254208	0.9691109	1.307711775	1.88779797	1.106188029	1.196130339	1.582281233	1.517453746	0.814294851	0.795969044	0.782933061	1.578429907	0.925529921	0.951323219	0.759277295	1.25041298
Cltb	0.90428974	0.923752527	0.928540767	0.95791625	1.242644875	1.625932034	1.044594542	1.153886312	1.186511309	1.061271651	1.195679595	1.252196342	1.072605268	0.989160896	1.0611931	1.028183784	1.040560961	1.119133291	0.889380935	0.812591139	1.187543729	0.881343586	1.107122465	1.088392865	1.236535925	0.660634366	1.123930564	0.888065362	1.030440676	1.118274648	1.2317811	1.273082974
Idh3b	0.887725792	0.825805094	1.303674223	0.776606976	1.00989867	0.865242092	1.185366071	1.266735249	0.821073119	1.057469389	0.767528789	0.687958357	0.942100106	1.010522284	0.90264392	0.870834689	1.062625875	1.165833965	0.995795573	0.866902852	0.89535609	1.124230663	0.87857202	0.832791453	1.057095679	1.199991748	1.604553003	1.048914561	1.398716329	0.843075291	1.123235074	1.231673553
Alg9	0.945582459	1.193608135	1.398633202	1.075799722	0.865471961	0.735570318	1.01800878	1.075314939	0.931927227	1.391312321	0.967572877	0.809341488	0.793960271	1.507083862	1.41501	1.460102148	1.086507171	0.906411221	1.225963707	1.178744404	0.896133352	1.383574207	0.944209804	0.977502981	0.666133732	1.485131996	0.91614348	1.109685878	1.192786524	1.313413083	0.892558153	1.143482407
Ank2	1.193139754	1.221997918	1.083210615	0.828481013	1.240192884	0.891207129	0.891832319	0.743744038	1.396554473	1.846042066	0.980912987	1.076020745	0.835897218	1.523678189	1.610246065	1.434040767	1.403156434	1.004507211	1.037247691	0.872463212	1.169385508	1.084655217	0.544754638	0.652694842	0.87395947	1.13380156	0.599134715	1.19084201	1.46544902	1.353034659	1.367256875	1.216544235
Erp29	1.028068966	0.87403549	1.061229336	0.856042181	0.796320002	0.739793667	1.18785868	0.814285516	1.018554221	1.502353889	1.033047771	1.13527554	1.415223713	1.114030468	0.78306593	0.950779836	0.84011597	0.87765808	0.829782483	0.87776526	1.006676065	1.187833431	1.492290718	1.045466073	1.262035165	0.943129313	1.287202278	0.797112787	0.889962484	0.647487824	0.893595412	1.012083202
Ank3	1.218244274	1.122745783	1.415995155	1.190377299	0.853374261	0.885673605	1.034916864	1.230694971	1.300711415	1.242456033	1.002282701	0.986221633	0.915430946	1.035401297	1.161055042	0.940741482	1.017650212	0.957575916	1.064459117	0.996338275	0.938562101	0.833037729	0.956498641	0.975929136	0.946395435	0.918075701	1.010387417	0.840461101	1.100599096	1.202388168	1.133101903	1.235579912
Shroom4	1.060960802	1.027837129	0.920910162	0.875253623	0.950859824	1.185486914	0.906815967	0.74407767	1.038362901	0.895252387	0.997772429	0.879613728	0.891685622	1.054133909	1.04938657	1.125855609	1.020004087	0.878166882	1.0866297	0.890692213	1.213829304	1.105606835	1.274696248	0.915022029	0.731342708	1.088297818	0.899177576	1.010921315	1.143958072	0.930139679	0.983721623	1.002160216
Taf15	0.876939089	1.153026735	1.1148138	1.623854167	0.907909421	1.121625229	1.15690572	1.468894474	0.767081467	0.982241746	1.109977101	0.80473675	0.895102423	0.850991986	1.151055482	0.849669155	0.683169459	1.006798874	0.790160473	1.180652763	0.72577708	0.986559784	1.075890411	1.48523549	0.696065679	1.152875906	1.074446759	1.30992621	1.066510094	1.10571251	1.043644359	0.979967281
Ndrg2	0.926926675	0.861794202	1.003532978	0.85783749	0.827896387	1.014858088	0.927126978	1.45556147	0.95810405	1.198250906	0.991212255	1.077668223	0.818855914	1.028469004	0.965023155	1.032093696	1.045000907	1.072071125	1.051605917	0.977767267	0.826575894	0.802159447	0.727748128	0.689105957	0.96284995	0.860904525	1.226331033	0.911486364	1.184191857	1.15832406	1.228863009	1.644256089
Trim3	1.073498691	1.115475074	0.620197049	0.579922027	1.07335154	1.043455441	0.94825483	0.698110063	1.114598302	0.632721049	0.959155502	0.873729403	1.056126823	1.10594704	0.696181417	1.082099768	1.06808341	0.901896861	0.972083926	0.55235217	0.96516268	0.406701904	0.641759193	0.911167309	0.891231397	0.838633417	0.928512447	0.713808807	0.501702967	0.641225247	1.084282883	0.939015519
Idh3g	0.766669773	0.682978423	1.616187905	0.675917484	1.001871684	0.774069169	1.476427087	0.809186294	0.683118465	1.195107038	0.852998938	0.765033475	1.171180895	1.062094182	0.767136155	0.619182465	0.784217275	0.779587777	0.728512429	0.677043305	0.830955306	0.805415154	0.810231876	0.565890746	1.354030665	2.330872408	2.741323828	0.991797958	1.277585585	0.775879418	0.893447338	0.819306403
Myl7	1.057233856	0.872754326	1.129475969	1.206383847	0.770531061	0.97014769	1.010633086	1.228886571	0.560348106	0.956138225	0.788409258	0.866597478	1.071729471	0.869348001	0.996953817	0.808444725	1.062558083	1.268709698	1.321379075	0.491809174	1.079066765	0.887792033	1.259958786	0.832615918	0.726991527	0.763596681	0.923295135	1.011857582	1.198373408	1.280868335	1.540538893	0.972258383
Echdc3	0.924154414	0.869237375	0.961845537	0.79785857	1.180777094	1.202963278	1.180469795	0.682905148	0.826291204	0.855544992	0.915631358	0.832459954	0.985001994	0.995593597	0.9251772	0.863603558	1.292884068	1.084650142	1.298127682	1.165432182	0.784833285	0.795143298	0.689695593	0.729290687	1.378070732	1.659735585	1.260790653	1.289781522	1.036470948	0.990383994	1.011428506	1.173605709
Mpc2	0.838350276	0.767890044	0.771735768	0.802046117	0.975727395	1.208187968	0.91174885	0.796300369	1.168649503	1.22450464	1.18597823	1.18487311	0.970356434	0.98037974	0.92133738	0.917882529	0.974385287	0.935903489	0.926500256	1.001695301	0.812515516	0.783247215	0.670813553	0.756951214	1.00720353	1.164232338	0.973418036	1.079200571	1.169084194	1.131780349	1.116533537	1.021533397
Slc25a1	1.043936233	1.053681428	1.066823133	0.993488188	1.300918881	1.219560858	0.953195875	1.019427662	1.10900402	1.063484022	1.120215872	1.057009048	1.080841071	1.167095356	1.253330759	1.200002153	1.504644179	1.408448087	1.396558946	1.038219895	1.019681985	0.998558476	0.899512234	0.867165556	0.784722635	1.080846918	0.961970279	1.121575216	1.124868779	1.075642302	1.209062063	1.087300226
Hdgfl2	0.837993811	0.827244316	0.905801283	1.043035549	0.931765738	1.263360165	0.80019133	0.921005813	0.870639387	1.038677461	1.009241078	0.794873749	0.97834807	1.037564237	1.149737599	1.14529559	1.077896452	0.798310298	1.175796399	1.198949919	0.992468902	0.93984178	1.107779684	1.04392656	0.869299309	1.060221321	0.803335333	1.169070383	1.024067992	1.017382844	0.943918001	0.840286787
Hspg2	1.993338428	1.937165739	2.057756749	1.953106763	0.312682134	0.280462306	0.283646042	0.182076817	2.079928015	2.009226205	2.085211855	2.097712071	0.338720958	0.181209661	0.144143624	0.23502442	1.964669983	2.03144281	2.153177542	2.050293844	1.074768887	0.819720304	1.652895459	1.501691391	0.314152331	0.19024165	0.280034386	0.182484473	0.161961089	0.146420983	0.293162854	0.275891629
Tuba1b	0.883386151	0.793077688	1.067695395	0.745000785	0.944366748	1.187567245	0.824216674	0.851993102	0.893622485	1.184914355	0.94913613	0.889971695	0.881552428	1.099302342	0.917865486	1.006123371	1.352628423	1.107647464	1.323217376	0.858152316	0.985273972	0.910069842	0.890298893	0.841560198	0.898929741	1.044558997	1.028725933	1.130254514	1.215217465	0.880289808	1.206288986	1.281992693
Trip6	1.141318473	1.232877322	1.01472834	0.984920635	1.301075444	1.10555634	0.900891153	0.991317403	1.122433641	1.163390316	1.364864967	1.15465303	1.24289295	1.400486201	1.285258	1.047750971	1.136399571	1.444742711	0.931708494	0.975737115	0.960294223	1.215685039	1.050273973	1.017036496	1.232363499	1.316240788	1.112485628	1.040974138	1.518547374	1.39846164	1.11566189	1.263939071
Eif5a	1.208567132	0.796076922	1.961350087	0.971084679	0.812525486	0.760594327	1.257577254	0.754232686	0.677279527	1.081399071	0.816735935	1.013876143	1.187990529	0.952106041	0.650474198	0.698649272	0.644794713	0.633222508	0.732429275	0.742993692	0.783785801	0.807930102	0.855854564	0.741075255	1.575636599	1.581696087	1.884892892	0.983431124	1.005956811	0.834306646	1.071676667	1.091284772
Bzw2	1.050501197	1.04329674	1.049154273	1.097745434	0.990805607	1.34473141	0.851386883	0.98755471	1.071062231	1.013845909	1.050033425	1.092525241	0.960643834	0.899591881	1.006236654	1.097709848	1.215174437	1.042593823	1.028566149	1.076507517	0.925792682	0.995617688	0.923450929	0.854398616	0.78378583	1.136429921	0.791696034	0.996366602	1.121016915	0.928707633	0.959251671	0.997652694
Zc3hav1	0.841763918	0.936569755	0.764381371	1.003985507	0.974781646	1.330788641	0.851216683	0.967387862	0.946009683	0.946954433	1.065257469	0.868224696	1.022744831	0.906377976	1.083251123	1.076711118	1.288338148	1.487689736	1.093052291	0.983051486	1.091408131	1.148873505	1.258546754	1.141819385	0.888927736	0.857072606	0.772192676	0.971411494	0.883199194	1.062921429	1.029406261	0.933851312
Pde4dip	1.649385709	1.631620739	0.952190761	1.023229945	1.531303005	1.267374205	1.179671375	1.028045149	1.376092799	0.950707515	1.205067652	1.241706463	1.543690735	0.906553088	1.09341068	1.063876873	1.413220916	1.358606243	1.138672064	1.236585129	1.869227574	1.2649575	0.986087281	1.046300698	1.459142932	1.008454287	1.131573726	1.075586758	1.185089831	1.059402076	1.22465485	1.276479284
Plpbp	0.764997513	0.730078355	0.906752007	1.486795358	1.277052914	1.132031853	0.827821526	1.074447937	1.066541085	0.799689366	1.396793933	1.551018522	2.42497972	0.869388821	0.96889583	0.728070627	0.690595601	0.797898972	1.189739316	1.93301337	0.659607605	0.643561439	0.78563954	0.707286602	0.70644184	1.390437944	0.773650985	0.822194329	0.910637841	0.744303203	1.035365514	1.034141007
Dut	0.823796186	0.747810161	0.856669287	0.715854201	1.337179249	1.41040888	1.018347983	1.151854288	0.840574536	0.897910179	0.834436587	0.954308987	1.197290066	1.174214381	1.269188516	1.462970109	1.217389313	1.025968997	1.146375152	1.120402874	0.784697636	0.963822372	0.865023075	0.812161404	1.122210309	1.477864399	1.006133897	1.439348272	1.050000992	0.985674252	0.962179692	0.931833183
Rai14	1.132827092	1.096570128	0.925005463	0.938852339	1.210776519	1.217521615	0.939524269	0.980548565	1.23956108	1.202472521	1.375192755	1.269017416	1.127388188	1.006236667	0.987127997	1.269585609	1.259739893	1.530689303	1.231485597	1.356355135	0.977179879	1.002784129	1.014545782	1.590094647	1.263178989	1.119078335	1.206673682	1.039375263	1.047732163	1.092373575	1.336631286	1.503503174
Tox4	1.032629371	0.855168762	0.844599585	0.995811564	0.951954824	0.73208308	0.939388122	1.197705335	1.270607561	0.972484839	0.938868334	0.896987517	0.846463928	0.984965709	1.04474241	1.078381246	1.07347498	1.055357205	1.045229497	1.066318601	0.976179686	1.068791828	1.168639584	1.162513534	0.884346381	1.05226326	0.874950885	1.268613823	0.966786599	1.082124356	0.736430378	0.827285505
Ddx27	0.923882488	0.799857087	0.861264716	0.930928291	0.732104689	0.652385491	0.796990408	0.959073294	0.761889092	0.924612735	0.686429405	0.903404011	1.09453419	1.288107472	1.33185782	1.135571763	0.723789454	0.796495618	0.817690222	0.949171382	0.881232218	0.822665999	0.792393695	0.889249622	0.947850723	0.799939119	0.903822225	1.020997862	1.028944474	0.943780267	0.958996033	0.999905181
Mp68	1.068485423	0.958489094	1.011556807	1.017678808	1.13073909	1.126380349	0.961253849	0.833037879	0.762636653	0.803079633	0.74375537	0.791640168	0.945031575	0.972211025	0.955597213	0.984986611	0.966031204	0.948390331	0.907279494	0.995923376	0.806294384	0.89593749	0.743988117	0.797152418	0.932161649	1.054577567	0.882669507	1.093208953	1.110502007	0.990978847	0.875297349	0.899497001
Ddx56	1.23403591	1.385927532	1.645439658	1.562795276	1.238488963	1.197408355	1.100494231	1.984857854	1.247528042	1.085312089	1.176511708	1.19038626	1.244788117	1.209960869	1.242456838	1.547418247	1.17764915	1.314633056	1.55378804	1.263459619	1.451096994	1.712205182	1.683423579	1.789204882	1.116448225	1.378988633	1.076922887	1.344887939	1.027186826	1.35408269	1.356066528	1.049005037
Exoc8	0.91980361	0.974453143	1.162030552	1.191452991	0.931053716	0.95655137	0.989819098	1.398947118	0.949747136	1.073584748	0.917144354	0.884841662	0.821266754	0.97110687	1.032576236	1.169845083	1.190561633	1.096164709	1.011954262	1.133781982	1.004578007	0.889518085	1.247323498	1.161992242	0.929558119	0.949955867	1.114182116	1.06216128	1.106738724	0.994563377	1.047959182	1.046114611
