PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Slc25a20	0.25	0.09	0.47	0.56	0.07	-0.17	0.54	0.06
H2afx	-0.22	0.09	-0.34	-0.48	-0.03	-0.03	-0.21	-0.04
Tnks1bp1	-0.04	-0.05	-0.15	-0.05	-0.01	-0.11	-0.12	-0.08
Mtif3	0.18	-0.05	0.05	0.07	0.21	-0.16	0.07	-0.05
Cul1	0	0.09	0.04	0.01	0.06	-0.08	0.11	0.04
Syn1	0.02	-0.05	-0.04	-0.07	-0.02	0.02	-0.52	0.08
Snx9	0.03	-0.05	-0.03	0.01	-0.11	-0.13	-0.06	0.02
Hnrnpk	-0.11	-0.05	-0.16	-0.29	0.07	-0.03	-0.25	-0.01
Gm11361	-0.03	-0.05	0.09	-0.08	-0.06	-0.16	0.09	-0.05
Vps13d	0	-0.05	0.1	-0.04	-0.07	-0.06	-0.08	0.02
Pin4	-0.03	-0.05	-0.1	-0.05	0.04	-0.08	-0.09	0.07
Sec22b	-0.02	-0.05	0.14	0.05	-0.05	0.16	0.06	-0.03
Bcl7b	-0.11	-0.05	-0.14	-0.01	0.06	0.05	-0.04	-0.02
Tbrg4	-0.11	0.09	0.23	0.01	-0.11	0.03	-0.09	0.07
Wdr37	0.04	0.09	-0.13	0.05	-0.16	-0.05	-0.09	0.04
Ahctf1	-0.03	0.09	-0.13	0.01	-0.02	0.02	-0.2	-0.08
Speg	-0.07	0.09	0	-0.06	0.1	0.05	-0.27	-0.01
Lrrc2	-0.13	-0.05	0.04	0	0.23	-0.17	-0.01	0.03
Mrps2	0.27	-0.05	0.32	0.02	-0.02	0.03	-0.18	0
Scaf11	-0.01	0.09	-0.03	-0.14	0.23	0.12	-0.21	-0.04
Sf3a2	-0.07	0.09	-0.17	-0.12	0.02	0.15	0.01	0.02
Smc1a	-0.06	0.09	-0.19	-0.23	-0.01	0.06	-0.2	-0.07
Cdc42bpb	0.02	-0.05	-0.19	-0.02	-0.11	0.02	-0.14	0.07
Steap3	-0.04	-0.05	-0.03	-0.06	-0.02	0.08	-0.1	-0.02
Pbrm1	-0.04	-0.05	-0.23	-0.1	-0.05	0.03	-0.14	-0.38
Saraf	-0.13	0.09	-0.05	0.18	0.01	-0.11	0.26	-0.21
Mrpl37	0.14	-0.05	0.13	0.16	-0.05	0	0.09	0.07
H2afy	-0.16	0.09	-0.2	-0.32	0.01	0.21	-0.26	-0.16
Emd	-0.03	0.09	0.14	-0.07	-0.17	0.12	0.2	0.03
Sco2	0.17	-0.04	0.16	0.16	-0.09	-0.08	0.25	-0.01
Clpx	0.35	0.09	-0.06	-0.1	-0.05	-0.08	-0.39	0.3
Sptan1	-0.12	0.09	-0.15	-0.19	0.04	0.11	-0.44	0.01
Sec13	0.01	0.09	-0.09	-0.09	0.03	0.07	0	-0.06
Apex1.1	-0.12	0.09	-0.15	-0.72	-0.17	0.12	-0.59	0.08
Vps13c	0.05	0.09	0.14	-0.09	0.1	-0.03	-0.43	-0.01
Hist2h2bb	-0.04	0.09	-0.48	-0.17	0.22	0.35	-0.51	-0.08
Nomo1	0.06	-0.04	0.09	0.23	-0.03	0.02	-0.04	0.07
Cap2	-0.11	0.09	0.1	0.01	-0.02	0.08	0.2	0.1
Ash2l	-0.01	0.09	0.07	-0.2	0.11	-0.01	-0.23	0.19
Rpl18	-0.01	0.09	0.06	-0.09	0.05	0	-0.06	-0.03
Atp6v1a	-0.13	-0.04	0.17	0.05	0.29	-0.06	0.17	-0.28
Arhgef12	-0.06	-0.04	-0.11	0	-0.04	0	-0.13	0.01
Rps19	-0.04	-0.04	0.08	-0.09	-0.01	-0.17	0.08	-0.01
Smtn	0.04	-0.04	0.06	-0.07	-0.12	0	-0.14	0.1
Sorbs1.3	-0.04	-0.04	-0.03	0.02	0.13	-0.03	-0.14	-0.07
Ndufb6	0.12	-0.04	0.45	0.47	0.05	-0.17	0.71	-0.25
Ctcf	-0.17	0.09	-0.28	-0.33	0.1	0.07	-0.22	-0.11
Aldh3a2	0	-0.04	0.06	0.02	-0.14	-0.03	0.02	-0.01
Pdhx	0.13	-0.04	0.3	0.39	-0.06	-0.09	0.88	-0.15
Crnkl1	-0.17	-0.04	0.2	-0.05	0.02	0.2	-0.25	0.01
Tanc1	0.08	-0.04	-0.05	-0.08	-0.23	-0.26	-0.42	0.05
Acin1	-0.13	0.09	-0.07	-0.3	0.02	0.11	-0.25	-0.03
Kank2	0	-0.04	-0.01	-0.07	-0.08	-0.04	-0.08	0.06
Itih2	-0.05	-0.04	-0.16	-0.16	-0.11	-0.07	0.03	0.08
Smarce1	-0.12	0.09	-0.16	-0.17	0.06	0.11	-0.2	-0.06
Gm29609	-0.26	-0.04	-0.02	-0.02	-0.06	0.01	-0.19	-0.03
Rpl34	-0.06	0.09	-0.06	-0.06	0.04	-0.03	-0.1	-0.01
Ogn	0.11	-0.04	0.18	-0.09	-0.49	-0.47	-0.03	0.12
Jcad	0.18	-0.04	-0.01	-0.1	-0.21	-0.05	-0.29	0.02
Arpc1a	0.14	-0.04	0.05	0.16	0.13	-0.15	0.12	-0.11
Eif2s3x	-0.03	0.09	-0.04	-0.13	-0.2	0.07	0.01	0.01
Crocc	-0.3	0.09	-0.1	0.05	0.55	0.07	-0.38	-0.14
Maoa	0.03	-0.04	-0.04	-0.03	-0.05	-0.13	-0.04	-0.03
Arhgef7	0.18	-0.04	-0.08	-0.07	-0.28	-0.02	-0.06	0.13
Nup85	-0.08	0.09	-0.02	0.04	0.26	0.16	-0.44	0.02
Actr10	-0.03	0.09	-0.11	-0.18	0.07	0.08	0.04	0
Rbbp7	-0.12	0.09	-0.24	-0.23	0.03	0.16	-0.29	-0.11
Plpp3	-0.4	-0.04	0.02	-0.09	0.14	0.04	-0.15	-0.24
Mrps36	0.2	-0.04	0.35	0.35	0	-0.2	0.69	-0.16
Mrpl43	0.32	-0.04	0.18	0.24	-0.21	-0.04	0.24	0.09
Ccser2	-0.16	0.09	-0.16	0.06	0.08	-0.31	-0.02	-0.05
Sptbn1	-0.06	0.09	-0.04	-0.08	0.03	0	-0.25	0.01
Rps24	-0.05	-0.04	-0.01	-0.11	-0.07	-0.12	-0.04	-0.02
Trip10	0.06	0.09	0.07	-0.05	-0.13	-0.06	-0.2	0.33
Lrrc59	0.06	-0.04	-0.05	-0.02	-0.07	0.1	-0.04	-0.07
Rps10	-0.05	-0.04	0.05	-0.11	-0.06	-0.11	0.04	0.04
Vapa	-0.08	0.09	0.03	-0.04	0.07	0.04	0	-0.08
Chchd3	-0.03	-0.04	0.08	0.03	0.01	0.02	0.05	-0.03
Sacm1l	0.19	0.09	0.06	-0.13	-0.29	0.27	0	0.12
Ddx23	0.04	0.09	-0.08	-0.07	0.09	0.1	-0.05	0.1
Pdia3	0.1	0.09	-0.05	0.04	-0.12	0	0.18	-0.3
Samhd1	0.14	-0.04	0.26	-0.02	-0.09	0.12	0.03	0.21
Sorbs2.1	-0.08	0.09	-0.02	-0.03	0.11	0.11	0.17	-0.06
Pdcd10	0.2	0.09	0.31	-0.11	0.3	0.2	-0.08	-0.07
Actl6a	-0.08	-0.04	-0.15	-0.03	0.05	0.13	-0.12	-0.13
Syk	0.01	-0.04	0	0.27	-0.12	0.02	0.08	0.02
Pdlim5.1	0	-0.04	-0.2	0.1	0.04	0.09	0.05	-0.01
Lmod3	-0.11	0.09	0.09	-0.15	0.23	0.02	-0.08	0.02
Eef1b	0.04	-0.04	-0.14	-0.04	-0.02	0.14	-0.08	-0.07
Eef2	0.05	-0.04	-0.08	-0.13	-0.03	-0.04	-0.11	0.06
Asph.1	-0.01	0.09	0.02	-0.1	-0.04	0	0.19	0.03
Zhx3	-0.1	0.09	-0.02	0.16	-0.22	-0.01	-0.17	-0.08
Fermt3	0.29	0.09	0	0.79	-0.64	-0.04	-0.11	0.07
Itgb1	0.05	0.09	0.01	-0.01	0	-0.04	0.28	0.16
Brd3	0.37	-0.04	-0.11	-0.26	0.04	-0.21	-0.11	0.21
Eloa	0.02	-0.04	-0.06	0.01	0.07	0.08	-0.06	-0.06
Dync1h1	-0.04	0.09	-0.08	0.02	0.08	0.08	-0.12	0
Dync1li1	-0.06	0.09	-0.06	0.04	0.1	0.12	-0.01	0
Rplp2	-0.12	0.09	0	-0.08	-0.02	0.01	0.09	-0.05
Ralgapa1	-0.02	0.09	0.07	0.47	0.18	-0.02	-0.37	0.01
Chmp2a	-0.01	-0.04	-0.05	0.18	0.03	-0.17	-0.03	-0.14
Mrps35	0.4	-0.04	0.21	0.13	-0.12	0.11	0.05	0.07
Lbr	-0.11	0.09	-0.17	-0.24	0.04	0.04	-0.42	-0.09
Coro6	-0.07	0.09	0.07	0.16	0.2	0.2	0.15	-0.04
Cdc5l	-0.05	0.09	-0.14	-0.17	-0.04	0.08	-0.13	-0.02
Akr1b1	0.09	0.09	-0.06	0.17	-0.29	-0.19	0	0.44
Psmd8	-0.12	0.09	-0.11	-0.19	0.05	-0.15	-0.13	-0.19
Lnpk	0.02	0.09	0.01	-0.24	0.02	0.21	-0.12	-0.03
Hdac2	-0.13	0.08	-0.2	-0.14	0	0.1	-0.28	-0.09
Rhoa	0.21	-0.04	0.22	0.25	0.03	-0.06	0.46	0.03
Etl4	-0.02	0.08	-0.04	-0.14	0.06	-0.05	-0.21	0.02
Dnaja1	0.13	-0.04	-0.03	-0.07	-0.11	-0.01	0.29	0.04
Rpl13a	-0.06	0.08	0.01	-0.05	0.04	-0.02	-0.04	-0.01
G3bp2	-0.1	-0.04	-0.02	-0.07	0.01	-0.19	0.04	-0.01
Aldh6a1	0.14	0.08	0.04	0.21	-0.23	-0.13	-0.24	0.26
Mypn	-0.02	0.08	0.06	-0.08	0.07	0.01	0.04	-0.02
Phb	0.23	-0.04	0.17	0.04	-0.1	-0.01	0.31	0.18
Tma7	0.02	-0.04	-0.34	-0.06	-0.1	0.12	-0.27	0.09
Nup160	-0.09	0.08	-0.09	0.04	-0.05	0.08	-0.06	0.25
Rpl21	-0.04	0.08	0.01	-0.14	0.08	0	-0.01	-0.02
Mic13	-0.02	-0.04	0.32	0.15	0.02	-0.09	0.26	-0.05
Acsl1	0.16	-0.04	-0.1	0	-0.01	-0.23	0.17	0.01
Atp2b1	0.14	0.08	0.02	-0.06	0.01	-0.04	0	0.04
Actr1b	-0.09	0.08	0.02	-0.1	0.13	0.03	0.13	-0.07
Psmb2	-0.05	-0.04	0.06	-0.16	0.16	0.06	0.25	-0.16
Nmt1	0	-0.04	-0.07	-0.06	0	-0.02	-0.1	-0.03
Nploc4	0.01	0.08	0.09	0.05	0.05	0.05	0.02	-0.02
Ltbp1	0.24	0.08	0.2	0.37	-0.23	0.16	0.13	0.25
Rpl32	-0.04	0.08	0.09	-0.04	0.03	-0.02	0.07	-0.06
Epb41.1	-0.04	-0.04	0.27	0.09	0.21	-0.04	0.12	-0.02
Fbn1	0.21	0.08	-0.08	0.14	-0.03	0.04	-0.22	0.26
Dnaja2	0.01	-0.04	-0.02	-0.07	-0.02	-0.1	0.11	0.12
Tmpo	-0.14	0.08	-0.26	-0.33	-0.03	0.09	-0.28	-0.04
Atp6v0d1	0.05	-0.04	0.17	-0.09	0.13	0.1	0.42	-0.13
Ppan	0.49	-0.04	-0.3	-0.08	-0.06	0.16	-0.02	-0.02
Sub1	-0.2	-0.04	-0.48	0.04	-0.19	-0.12	-0.41	0.55
Lmo7	-0.07	0.08	-0.03	-0.11	0.03	0.02	-0.27	-0.03
Bckdk	-0.05	0.08	0.25	0.14	0.06	0.1	-0.15	0.17
Gm10073	-0.05	0.08	-0.06	-0.12	0.01	-0.02	0.06	0.01
Col5a1	0	-0.04	-0.13	-0.03	-0.3	-0.32	-0.32	0.18
Sco1	0.19	0.08	0.15	0.21	-0.12	-0.04	0.3	0.13
Exoc2	0	0.08	0.02	-0.04	-0.09	-0.03	-0.04	-0.15
Rbfox2	-0.18	0.08	0.06	-0.23	0.09	0.04	-0.36	-0.03
Znf22	-0.14	-0.04	-0.24	-0.29	-0.06	-0.03	-0.34	-0.03
Myo1d	0.08	-0.04	-0.08	0.07	-0.01	-0.12	-0.02	0.02
Vps36	0	-0.04	0	-0.1	0.12	-0.06	-0.4	0.09
Gcn1	-0.08	-0.04	-0.11	-0.08	0.05	-0.01	-0.22	0.03
Plekha7	-0.13	-0.04	0.06	-0.42	-0.19	-0.22	-0.47	0.12
Rpl37a	-0.04	0.08	0.04	-0.11	0.02	-0.02	-0.08	-0.06
Serpinh1	0.17	0.08	-0.14	0.22	-0.03	-0.28	0.04	-0.06
Srsf6	0.09	-0.03	0.06	-0.11	-0.13	-0.05	0.01	0.01
Ncln	-0.06	-0.03	0.03	0.14	-0.03	-0.01	0.2	-0.04
Hadha	0.3	0.08	-0.01	0.04	-0.09	0.03	-0.24	0.22
Kif5b	-0.01	-0.03	-0.01	-0.08	-0.05	0.03	-0.02	-0.05
Rps6	-0.08	-0.03	-0.03	-0.13	-0.07	-0.13	-0.11	-0.02
H1f0	-0.22	0.08	-0.25	-0.43	0.03	0.08	-0.43	-0.19
Fxr2	0	-0.03	0.02	-0.09	-0.01	0.03	-0.14	0.04
Eif3h	-0.03	-0.03	0.02	-0.05	-0.06	-0.21	0.14	0.07
Epb41l2	0.17	0.08	0.06	0.03	-0.45	-0.21	0.02	0.08
Nnt	0.25	-0.03	0.51	0.59	-0.05	-0.27	0.79	-0.29
Arhgap17	-0.12	-0.03	-0.12	-0.05	0.12	0.07	-0.3	0.05
Gstk1	0.37	-0.03	0.1	0.53	-0.01	-0.25	-0.58	0.21
Slc25a22	0.1	-0.03	-0.02	-0.07	0.17	0.03	-0.14	0.08
Fmnl3	0.09	0.08	0.02	-0.07	-0.03	0.07	-0.03	0.11
Hadhb	0.26	0.08	0.02	0.06	-0.08	0	-0.17	0.24
Adck1	-0.01	-0.03	0.06	0.05	-0.06	-0.07	0.24	-0.03
Surf6	-0.26	-0.03	-0.16	-0.16	0.12	0.18	-0.22	0.01
Hist2h3c1	-0.14	0.08	-0.3	-0.36	0.07	0.02	-0.26	-0.11
Cavin1	0.03	0.08	-0.06	-0.18	-0.15	-0.17	-0.13	-0.02
Sart1	-0.14	-0.03	-0.12	-0.22	-0.01	0.09	-0.15	0.05
Drg1	-0.09	-0.03	0	-0.08	0	-0.03	-0.03	-0.03
Mrps9	0.3	0.08	0.16	0.05	0.02	0.08	0	0.09
Twf1	-0.02	-0.03	0.04	-0.15	0.09	0.14	0.04	0
Clasp2	0	0.08	-0.08	-0.16	-0.07	0.08	-0.17	0.01
Rars	0.04	-0.03	-0.05	-0.02	0.1	0.08	-0.23	-0.06
Hspg2.1	-0.01	0.08	-0.04	-0.01	0.01	-0.07	-0.26	-0.01
NA..3	-0.1	0.08	0.06	-0.28	-0.2	0.49	-0.2	-0.06
Smchd1	-0.18	0.08	0.03	-0.11	0.05	0.08	-0.15	-0.05
Mrpl44	0.23	0.08	0.33	0.05	0.11	-0.09	0.03	-0.01
Taf9b	0.06	-0.03	-0.14	-0.13	0.02	0.29	-0.32	-0.01
Rpl11	-0.03	0.08	-0.05	-0.04	0.04	-0.05	-0.03	-0.06
Cmc1	0.12	-0.03	-0.05	0.42	0.18	-0.16	-0.21	0
Larp7	0.01	-0.03	-0.14	-0.11	-0.03	0.1	-0.19	-0.03
Mgst3	-0.24	-0.03	0.1	-0.12	0.04	0.03	-0.41	0
Nup205	-0.16	0.08	-0.14	-0.2	-0.01	0.14	-0.24	-0.1
Ppl	-0.04	0.08	0.82	-0.05	0.03	0.15	0.04	0.13
Smad4	-0.01	0.08	0.1	0.02	-0.01	-0.01	-0.13	-0.02
Glg1	-0.08	-0.03	0.04	-0.16	0.06	0.01	0.01	0.05
Icam2	0.13	-0.03	0.12	0.21	-0.07	-0.46	0.15	-0.03
Immt	-0.03	-0.03	0.04	-0.02	-0.01	0.05	-0.06	-0.01
Opa3	0.08	0.08	0.07	0	0	0.14	-0.03	0.09
Nono	-0.07	0.08	-0.18	-0.19	0.03	0.08	-0.25	0
Ehd2	0.1	-0.03	0.04	0	-0.04	-0.07	-0.09	0.11
Sorbs2.2	-0.06	0.08	-0.1	-0.18	0.24	0.07	0.08	0.07
Obscn.2	-0.04	0.08	0	-0.03	0.07	0.07	-0.05	0
Hnrnpa1	-0.12	0.08	-0.16	-0.28	0.02	0	-0.3	-0.03
Rock2	-0.06	-0.03	-0.09	-0.1	-0.02	0.04	-0.18	0
Mrpl39	0.38	0.08	0.17	0.14	-0.18	-0.11	0.13	0.15
Ranbp2	-0.23	-0.03	-0.24	-0.26	0.06	0.09	-0.37	-0.02
Fam98a	-0.07	0.08	0.13	-0.05	0.01	0.07	0.02	-0.01
Sorbs1.4	-0.17	-0.03	-0.01	-0.14	0.09	-0.04	-0.18	-0.12
Abcf2	-0.06	0.08	-0.08	-0.03	-0.03	-0.03	-0.09	-0.03
Hnrnpa0	-0.16	-0.03	-0.16	-0.21	0.05	0.02	-0.21	0.02
Rmnd1	-0.04	0.08	0.24	0.18	-0.04	0.04	0.21	0.05
Actr2	0.28	-0.03	0.08	0.17	0.02	-0.09	0.16	-0.07
Ubtf	-0.08	-0.03	-0.16	-0.16	-0.06	0.05	-0.11	0
Cpeb3	0.14	-0.03	0.4	-0.17	-0.07	0.02	0.18	-0.01
Tcap	-0.14	0.08	0.06	-0.09	0.13	0.19	0.21	-0.27
Skp1	-0.04	0.08	-0.05	-0.15	0.04	0.04	0.03	-0.01
Pdhb	0.24	-0.03	0.33	0.39	-0.09	-0.11	0.88	-0.12
Lancl1	0.05	-0.03	0.1	0.14	-0.05	0.13	-0.17	0.04
Rps3a	-0.07	-0.03	0.06	-0.07	-0.06	-0.12	-0.03	-0.04
Ogt	-0.1	-0.03	-0.05	-0.12	0.03	0.09	-0.09	-0.05
Ppil1	0.06	-0.03	-0.07	-0.13	0.16	0.05	-0.24	-0.13
Alpk3	0.05	0.08	-0.02	0.02	0.01	0.13	-0.17	0.12
Strip2	-0.07	0.08	0.19	-0.15	0.1	0.13	-0.13	-0.11
Rpl35a	-0.07	0.08	-0.05	-0.09	0.04	-0.03	-0.1	-0.05
Tra2a	0.04	-0.03	-0.19	-0.15	-0.23	0.06	-0.09	0.04
Terf2	0.1	-0.03	-0.27	-0.06	-0.05	0.05	-0.28	-0.01
Hook3	-0.16	-0.03	-0.06	-0.08	-0.12	-0.16	-0.03	-0.12
Coro1b	0.04	0.08	-0.04	0.08	-0.02	-0.08	0.06	-0.01
Rps3	-0.04	-0.03	0.04	-0.09	-0.05	-0.16	0.01	0
Rbm20	-0.05	0.08	-0.09	-0.25	0.08	0.05	-0.25	0.05
Palm	-0.01	-0.03	-0.17	-0.15	-0.06	-0.12	-0.03	0
Rps4x	-0.06	-0.03	0.03	-0.12	-0.05	-0.17	-0.05	-0.01
Ablim2	0.01	0.08	-0.05	-0.18	0.08	0.04	-0.28	0.02
Cdc23	-0.24	-0.03	-0.3	-0.16	-0.05	0.03	0.29	0.08
Psma5	-0.01	-0.03	0.16	-0.1	-0.04	-0.07	0.13	-0.21
Ufd1	-0.18	-0.03	0.03	0	0.22	0.11	-0.05	-0.08
Ptbp3	0.05	-0.03	-0.05	0.02	-0.07	-0.13	-0.08	0.04
NA..4	0.22	-0.03	-0.32	0.34	-0.33	-0.38	0.13	-0.52
Hsp90aa1	0.03	-0.03	0.02	-0.02	-0.12	-0.04	0.41	-0.13
Ank2.3	-0.1	0.08	0.01	-0.02	0.06	0	-0.27	-0.03
Ybx3	-0.17	-0.03	-0.09	-0.27	-0.12	-0.2	-0.23	0.08
Qki	-0.19	-0.03	-0.16	-0.32	0.12	-0.07	-0.25	-0.07
Gm20547	0.13	-0.03	0.02	0.17	0.15	0.1	-0.42	0.01
Agrn	0.12	0.08	0.01	0.11	0.03	-0.11	-0.02	0.05
Sntb2	0	-0.03	-0.04	-0.12	-0.08	-0.04	-0.17	-0.03
Srsf3	-0.08	-0.03	-0.11	-0.19	-0.11	-0.2	-0.07	0.12
Pds5b	-0.05	0.08	-0.16	-0.21	0.02	0.07	-0.17	-0.04
Hspa4	-0.19	0.08	-0.02	-0.3	-0.04	-0.1	-0.01	-0.09
Spg7	0.12	-0.03	0.19	0.12	-0.1	-0.01	0.25	0.14
Ighg3	0.15	0.08	0.35	0.09	-0.33	-0.14	0.21	0
Rpl39	0.09	0.08	-0.05	-0.08	-0.07	0.24	-0.13	-0.06
Ankrd1	-0.03	-0.03	0.13	0.29	-0.09	0.07	0.75	0.15
Pdk2	0.01	-0.03	0.14	0.09	-0.09	0.08	0.08	0.09
Tomm22	-0.03	-0.03	0.37	0.4	0.06	-0.17	0.54	-0.22
Rasip1	0.02	-0.03	-0.08	-0.11	0	0.01	-0.16	-0.01
Htra1	0.06	0.07	0.03	0.13	0.08	-0.03	-0.08	0.07
Daam1	-0.05	-0.03	0.06	-0.14	-0.11	0.05	-0.13	0.06
Gtf3c1	-0.16	0.07	-0.29	-0.15	-0.08	-0.04	-0.32	-0.08
Afdn	0.03	-0.03	-0.06	-0.1	-0.03	0	-0.17	0.03
Cul3	0.11	-0.03	0.06	0.08	0.04	-0.05	0.01	-0.04
Ncbp3	0.02	0.07	-0.09	-0.16	0.03	0.02	-0.26	-0.04
Aimp1	-0.02	-0.03	-0.07	-0.09	0.19	0.02	-0.19	-0.14
Prnp	-0.08	0.07	0.05	0.19	0.01	0	0.39	-0.03
Tmed2	0.15	-0.03	0.05	0.09	0.03	-0.01	0.58	-0.03
Ppp1r13l	-0.13	0.07	-0.03	-0.12	0.1	-0.01	-0.14	-0.12
Prrc2a	-0.04	-0.03	0.07	-0.03	-0.08	-0.02	-0.17	0
Clpb	0.14	0.07	0.1	0.07	-0.02	0.01	-0.24	0.06
Dsc2	-0.05	0.07	-0.16	-0.16	0.07	-0.07	-0.41	0.05
Ddx54	-0.12	0.07	-0.11	-0.07	0.06	0.29	-0.08	0.04
Mtatp8	0.39	-0.03	0.69	0.87	-0.01	-0.04	1.18	-0.33
Tcerg1	-0.05	0.07	-0.08	-0.23	0.08	0.09	-0.19	-0.05
Rps20	0.02	-0.03	0.03	-0.12	-0.04	-0.11	-0.07	0.02
Tp53bp1	-0.06	0.07	0.03	-0.04	-0.21	0.18	0	-0.09
Nrp1	0.3	-0.03	0.42	0.02	0.08	-0.04	0.17	0.54
Cyb5b	-0.13	-0.03	0.16	0.28	0.07	-0.12	0.64	-0.24
Paf1	-0.1	0.07	0.01	-0.14	-0.04	0.13	-0.22	-0.07
Mylk	0.03	-0.03	0.06	0.02	0.15	-0.24	-0.21	0.09
Stx12	0.06	-0.03	0.16	-0.05	-0.06	0.01	0.35	-0.09
Timm50	0.3	0.07	0.21	0.29	-0.17	-0.1	0.23	0.08
Rad21	-0.1	0.07	-0.09	-0.11	0.1	0.03	-0.13	-0.07
Gar1	-0.12	0.07	-0.15	-0.27	0.17	0.12	-0.17	-0.05
Tmod3	0.04	0.07	-0.13	0.07	-0.07	0.01	0	0.01
Btf3l4	-0.15	-0.03	-0.03	-0.26	0.06	0	-0.11	0.04
Rps5	-0.05	-0.02	0.11	-0.12	-0.09	-0.13	-0.1	-0.04
Lrrc47	0	-0.02	0.03	-0.09	-0.03	0.02	-0.03	0.07
Utp11	-0.02	0.07	-0.03	-0.26	0.09	0.27	0.09	-0.04
Grb14	0.15	-0.02	-0.05	0	0.03	0.07	-0.08	0.03
Mbd2	0.05	0.07	-0.14	-0.15	0.09	0.04	-0.03	-0.01
Xrcc6	0.47	0.07	0.42	-0.31	-0.01	0.21	-0.47	-0.02
Rrbp1	0.09	-0.02	-0.07	-0.12	-0.09	-0.02	-0.12	-0.1
Pdlim5.2	-0.08	-0.02	0.08	-0.27	0.01	-0.04	0.13	-0.14
Rps7	-0.01	-0.02	0.01	-0.12	-0.02	-0.11	0.04	-0.02
Kdm1a	-0.02	0.07	-0.17	-0.17	0.03	0.13	-0.26	-0.06
Stip1	-0.02	-0.02	0.09	-0.11	0.07	-0.19	0.32	-0.15
Hist1h1b	-0.09	-0.02	-0.28	-0.41	-0.22	-0.39	-0.08	0.05
Rpn1	0.05	-0.02	0	0.05	0.02	-0.06	-0.04	-0.02
Arhgap21	-0.07	0.07	-0.1	-0.18	0.08	0	-0.16	0.13
Tns2	-0.11	-0.02	0.01	-0.12	0.01	-0.12	-0.17	0.01
Mrps23	0.07	0.07	-0.05	-0.06	-0.23	0	0.08	-0.06
Mtpap	0.34	0.07	-0.01	-0.25	0.18	-0.09	-0.13	0.17
Chmp2b	0	-0.02	-0.1	0.07	-0.19	-0.16	-0.28	0.04
Trir	-0.06	-0.02	-0.14	-0.27	0.03	-0.04	-0.37	-0.19
Lyn	0.18	-0.02	-0.12	0.08	0.21	0.02	0.1	-0.01
Rpl22	-0.02	0.07	0.09	-0.06	0.07	-0.02	0.06	-0.04
Hnrnpul1	-0.14	0.07	-0.15	-0.21	0.12	-0.05	-0.19	0.03
Arfgap2	-0.05	-0.02	-0.01	0.03	0.05	-0.02	-0.08	0.05
Dnm2	0.1	-0.02	-0.05	0.1	0.03	0.08	-0.03	0.02
Ints3	0.21	0.07	0.09	0.16	0.05	-0.12	0.19	-0.04
Preb	0.09	-0.02	0.1	0.03	0.05	0.05	0.02	0.06
Matn2	0.09	0.07	0	0.14	-0.03	-0.01	-0.17	0.23
Gps1	-0.05	-0.02	0.06	-0.09	0.14	-0.14	0.25	-0.22
Sun2	-0.12	0.07	-0.07	-0.17	0.1	0.18	-0.3	-0.18
Mast4	0.09	-0.02	-0.4	0.11	-0.18	-0.13	0.34	0.06
Hspa12b	0.03	0.07	0.01	-0.01	0.04	0.01	-0.15	0.06
Acta1	0	-0.02	0.38	0.54	0.19	-0.06	0.62	0.17
Rps2	-0.07	-0.02	0.08	-0.09	-0.06	-0.17	0.02	0
Magt1	0.05	0.07	0.01	0	-0.01	0.05	-0.1	0.05
Gnai2	0	0.07	0.09	-0.02	-0.03	-0.31	0.21	-0.02
Rhot2	0.23	-0.02	0.13	0.1	-0.4	0.27	0.57	0.06
Ufl1	-0.09	-0.02	0.12	0.04	-0.05	0	-0.03	-0.09
Zc3h11a	-0.15	0.07	-0.03	-0.41	0.31	0.23	-0.33	-0.12
Synpo2l	-0.13	0.07	0.01	-0.02	0.06	-0.05	0.09	-0.05
Bicd2	-0.18	0.07	-0.04	-0.29	0.13	0.04	0.13	-0.14
Nbas	0.11	0.07	0.05	0.03	-0.04	0	0.21	-0.02
Tns1	-0.05	0.07	-0.07	-0.12	0.03	-0.03	-0.09	0.01
Rps16	-0.06	-0.02	0.03	-0.11	-0.05	-0.15	0.02	-0.01
Itih1	0.16	0.07	0.05	0.02	0.03	0.33	0.07	0.09
Sorbs3	-0.01	0.07	0.04	0.02	-0.08	-0.05	-0.01	0.01
Mtx2	-0.01	-0.02	0.17	0.04	-0.02	0.11	0.04	-0.03
Arpc5l	0.11	-0.02	0.02	0.12	0.08	-0.16	0.1	-0.05
Nup98	-0.14	-0.02	-0.13	-0.16	-0.08	0.12	-0.24	-0.07
Popdc2	0.06	0.07	0.16	-0.04	-0.07	-0.21	0.1	-0.01
Lmod2	-0.09	0.07	0.07	-0.01	0.18	0.12	0.2	-0.06
U2af2	-0.04	0.07	-0.11	-0.15	0.02	0	-0.15	0.11
Smarca5	-0.07	0.07	-0.13	-0.12	0.09	0.12	-0.16	-0.1
Stk24	-0.07	0.07	0.07	-0.18	0	-0.07	-0.18	-0.04
Prdx5	-0.04	-0.02	0.13	-0.08	0.2	0.15	-0.62	-0.03
Dazap1	-0.19	-0.02	-0.14	-0.28	0.04	-0.13	-0.45	-0.01
Ighm	0.77	-0.02	-0.19	0.79	0.26	0.2	1.24	0.31
Smc3	-0.08	0.07	-0.19	-0.23	0.02	0.08	-0.14	-0.04
